location,shell,proxy,value,std
Tonnara del Secco,TS-E_B,mg_ca,0.590198409,0.024929932
Tonnara del Secco,TS-E_B,mg_ca,0.604483912,0.016113574
Tonnara del Secco,TS-E_B,mg_ca,0.590617821,0.020623932
Tonnara del Secco,TS-E_B,mg_ca,0.577200601,0.042500534
Tonnara del Secco,TS-E_B,mg_ca,0.578715815,0.012193358
Tonnara del Secco,TS-E_B,mg_ca,,0.176579279
Tonnara del Secco,TS-E_B,mg_ca,0.547031364,0.019304237
Tonnara del Secco,TS-E_B,mg_ca,0.570665263,0.0284186
Tonnara del Secco,TS-E_B,mg_ca,0.55779614,0.019609392
Tonnara del Secco,TS-E_B,mg_ca,0.56312404,0.023861085
Tonnara del Secco,TS-E_B,mg_ca,0.58028661,0.013207722
Tonnara del Secco,TS-E_B,mg_ca,0.593600089,0.019252319
Tonnara del Secco,TS-E_B,mg_ca,0.611345675,0.012237406
Tonnara del Secco,TS-E_B,mg_ca,0.589000235,0.024394266
Tonnara del Secco,TS-E_B,mg_ca,0.600628937,0.019181162
Tonnara del Secco,TS-E_B,mg_ca,,0.258040277
Tonnara del Secco,TS-E_B,mg_ca,0.587344713,0.018653281
Tonnara del Secco,TS-E_B,mg_ca,0.58413045,0.022654144
Tonnara del Secco,TS-E_B,mg_ca,0.589903777,0.023266704
Tonnara del Secco,TS-E_B,mg_ca,0.61801723,0.020037863
Tonnara del Secco,TS-E_B,mg_ca,0.606812113,0.017206109
Tonnara del Secco,TS-E_B,mg_ca,0.609208909,0.021606657
Tonnara del Secco,TS-E_B,mg_ca,0.582131969,0.014855727
Tonnara del Secco,TS-E_B,mg_ca,0.611351998,0.021432036
Tonnara del Secco,TS-E_B,mg_ca,0.58626704,0.018640964
Tonnara del Secco,TS-E_B,mg_ca,0.58286622,0.022051845
Tonnara del Secco,TS-E_B,mg_ca,0.586206057,0.015668376
Tonnara del Secco,TS-E_B,mg_ca,0.572332765,0.018672449
Tonnara del Secco,TS-E_B,mg_ca,0.56151238,0.02389166
Tonnara del Secco,TS-E_B,mg_ca,0.571749747,0.018854817
Tonnara del Secco,TS-E_B,mg_ca,0.589042324,0.018482935
Tonnara del Secco,TS-E_B,mg_ca,0.574304903,0.01624718
Tonnara del Secco,TS-E_B,mg_ca,0.563627981,0.02093022
Tonnara del Secco,TS-E_B,mg_ca,0.587650659,0.016784928
Tonnara del Secco,TS-E_B,mg_ca,0.633452918,0.117129631
Tonnara del Secco,TS-E_B,mg_ca,,0.344055911
Tonnara del Secco,TS-E_B,mg_ca,0.609026614,0.022532661
Tonnara del Secco,TS-E_B,mg_ca,0.605883103,0.023270098
Tonnara del Secco,TS-E_B,mg_ca,0.607563793,0.03200264
Tonnara del Secco,TS-E_B,mg_ca,0.595057798,0.023836534
Tonnara del Secco,TS-E_B,mg_ca,0.616269364,0.018176012
Tonnara del Secco,TS-E_B,mg_ca,0.600249523,0.01387397
Tonnara del Secco,TS-E_B,mg_ca,0.595326523,0.01825402
Tonnara del Secco,TS-E_B,mg_ca,0.611613851,0.013434697
Tonnara del Secco,TS-E_B,mg_ca,0.606387253,0.01214164
Tonnara del Secco,TS-E_B,mg_ca,0.610670271,0.019317337
Tonnara del Secco,TS-E_B,mg_ca,0.582043188,0.032615244
Tonnara del Secco,TS-E_B,mg_ca,0.598197866,0.035976134
Tonnara del Secco,TS-E_B,mg_ca,0.580762535,0.015372067
Tonnara del Secco,TS-E_B,mg_ca,0.598219258,0.015934649
Tonnara del Secco,TS-E_B,mg_ca,0.613583232,0.03024838
Tonnara del Secco,TS-E_B,mg_ca,0.608051853,0.020068161
Tonnara del Secco,TS-E_B,mg_ca,,0.262498076
Tonnara del Secco,TS-E_B,mg_ca,0.612757544,0.014789756
Tonnara del Secco,TS-E_B,mg_ca,0.603924612,0.022216447
Tonnara del Secco,TS-E_B,mg_ca,0.620763977,0.017776535
Tonnara del Secco,TS-E_B,mg_ca,0.584247045,0.01656221
Tonnara del Secco,TS-E_B,mg_ca,0.577446436,0.015209812
Tonnara del Secco,TS-E_B,mg_ca,0.628489463,0.025008576
Tonnara del Secco,TS-E_B,mg_ca,0.609733119,0.015246536
Tonnara del Secco,TS-E_B,mg_ca,0.617061975,0.018716587
Tonnara del Secco,TS-E_B,mg_ca,0.610697971,0.029178851
Tonnara del Secco,TS-E_B,mg_ca,0.63339674,0.020136444
Tonnara del Secco,TS-E_B,mg_ca,0.648097972,0.014933738
Tonnara del Secco,TS-E_B,mg_ca,0.673088393,0.016487857
Tonnara del Secco,TS-E_B,mg_ca,0.667089029,0.023793653
Tonnara del Secco,TS-E_B,mg_ca,0.693432423,0.030695513
Tonnara del Secco,TS-E_B,mg_ca,0.676875327,0.02492388
Tonnara del Secco,TS-E_B,mg_ca,0.656886797,0.016417933
Tonnara del Secco,TS-E_B,mg_ca,0.659651886,0.032469433
Tonnara del Secco,TS-E_B,mg_ca,0.6728234,0.03739597
Tonnara del Secco,TS-E_B,mg_ca,0.660213009,0.026638895
Tonnara del Secco,TS-E_B,mg_ca,0.646842459,0.027071853
Tonnara del Secco,TS-E_B,mg_ca,0.63777036,0.01381882
Tonnara del Secco,TS-E_B,mg_ca,0.639061102,0.020738158
Tonnara del Secco,TS-E_B,mg_ca,0.621859195,0.017876799
Tonnara del Secco,TS-E_B,mg_ca,0.628521583,0.013739028
Tonnara del Secco,TS-E_B,mg_ca,0.632250648,0.025795482
Tonnara del Secco,TS-E_B,mg_ca,0.633076627,0.023404429
Tonnara del Secco,TS-E_B,mg_ca,0.643457717,0.019976216
Tonnara del Secco,TS-E_B,mg_ca,0.646058121,0.017818953
Tonnara del Secco,TS-E_B,mg_ca,0.669673894,0.016599487
Tonnara del Secco,TS-E_B,mg_ca,0.670520483,0.010746384
Tonnara del Secco,TS-E_B,mg_ca,0.664683834,0.01620576
Tonnara del Secco,TS-E_B,mg_ca,0.679634957,0.034530623
Tonnara del Secco,TS-E_B,mg_ca,0.643045368,0.012589695
Tonnara del Secco,TS-E_B,mg_ca,0.65701172,0.028668276
Tonnara del Secco,TS-E_B,mg_ca,0.640535248,0.020119785
Tonnara del Secco,TS-E_B,mg_ca,0.654651429,0.023357103
Tonnara del Secco,TS-E_B,mg_ca,0.689399386,0.014769071
Tonnara del Secco,TS-E_B,mg_ca,0.664218437,0.015884384
Tonnara del Secco,TS-E_B,mg_ca,0.680407157,0.02193858
Tonnara del Secco,TS-E_B,mg_ca,0.675614753,0.022118786
Tonnara del Secco,TS-E_B,mg_ca,0.713010569,0.019225647
Tonnara del Secco,TS-E_B,mg_ca,0.667812941,0.018665475
Tonnara del Secco,TS-E_B,mg_ca,0.732027252,0.01475545
Tonnara del Secco,TS-E_B,mg_ca,0.692823689,0.023656486
Tonnara del Secco,TS-E_B,mg_ca,0.701328344,0.03114631
Tonnara del Secco,TS-E_B,mg_ca,0.701102971,0.026198953
Tonnara del Secco,TS-E_B,mg_ca,0.684339786,0.018411852
Tonnara del Secco,TS-E_B,mg_ca,0.659105354,0.012061993
Tonnara del Secco,TS-E_B,mg_ca,0.692559982,0.020553317
Tonnara del Secco,TS-E_B,mg_ca,0.674997526,0.018669778
Tonnara del Secco,TS-E_B,mg_ca,0.693438333,0.021694999
Tonnara del Secco,TS-E_B,mg_ca,0.67152114,0.024613898
Tonnara del Secco,TS-E_B,mg_ca,0.692541146,0.014991559
Tonnara del Secco,TS-E_B,mg_ca,0.712405244,0.023413268
Tonnara del Secco,TS-E_B,mg_ca,0.683693286,0.012848239
Tonnara del Secco,TS-E_B,mg_ca,0.692907959,0.021971116
Tonnara del Secco,TS-E_B,mg_ca,0.686491083,0.023203692
Tonnara del Secco,TS-E_B,mg_ca,0.729327653,0.018301594
Tonnara del Secco,TS-E_B,mg_ca,0.731491786,0.019452871
Tonnara del Secco,TS-E_B,mg_ca,0.733335956,0.029396925
Tonnara del Secco,TS-E_B,mg_ca,0.713331068,0.021629172
Tonnara del Secco,TS-E_B,mg_ca,0.715928694,0.019701585
Tonnara del Secco,TS-E_B,mg_ca,0.683230405,0.038957111
Tonnara del Secco,TS-E_B,mg_ca,0.740034667,0.028460864
Tonnara del Secco,TS-E_B,mg_ca,0.738083444,0.023339262
Tonnara del Secco,TS-E_B,mg_ca,0.749352956,0.031535355
Tonnara del Secco,TS-E_B,mg_ca,0.750423248,0.016518975
Tonnara del Secco,TS-E_B,mg_ca,0.757358915,0.025861317
Tonnara del Secco,TS-E_B,mg_ca,0.791024105,0.019994412
Tonnara del Secco,TS-E_B,mg_ca,0.770796814,0.018168198
Tonnara del Secco,TS-E_B,mg_ca,0.790415528,0.101776999
Tonnara del Secco,TS-E_B,mg_ca,0.750674206,0.021601027
Tonnara del Secco,TS-E_B,mg_ca,0.776529339,0.018714517
Tonnara del Secco,TS-E_B,mg_ca,0.772178663,0.033843873
Tonnara del Secco,TS-E_B,mg_ca,0.793901173,0.018613504
Tonnara del Secco,TS-E_B,mg_ca,0.784035225,0.021957019
Tonnara del Secco,TS-E_B,mg_ca,0.799073229,0.027312758
Tonnara del Secco,TS-E_B,mg_ca,0.824379497,0.122898997
Tonnara del Secco,TS-E_B,mg_ca,0.800442096,0.031617581
Tonnara del Secco,TS-E_B,mg_ca,0.774453601,0.021127892
Tonnara del Secco,TS-E_B,mg_ca,0.766345702,0.024236816
Tonnara del Secco,TS-E_B,mg_ca,0.815291547,0.022941019
Tonnara del Secco,TS-E_B,mg_ca,0.767658116,0.01812904
Tonnara del Secco,TS-E_B,mg_ca,0.778011787,0.019711948
Tonnara del Secco,TS-E_B,mg_ca,0.821120638,0.03082938
Tonnara del Secco,TS-E_B,mg_ca,0.75920218,0.024067546
Tonnara del Secco,TS-E_B,mg_ca,0.754429812,0.019758559
Tonnara del Secco,TS-E_B,mg_ca,0.746561563,0.025860377
Tonnara del Secco,TS-E_B,mg_ca,0.76271197,0.033121034
Tonnara del Secco,TS-E_B,mg_ca,0.776464859,0.024687637
Tonnara del Secco,TS-E_B,mg_ca,0.766715833,0.042318049
Tonnara del Secco,TS-E_B,mg_ca,0.733257807,0.01648236
Tonnara del Secco,TS-E_B,mg_ca,0.76028323,0.019333749
Tonnara del Secco,TS-E_B,mg_ca,0.737770648,0.02374799
Tonnara del Secco,TS-E_B,mg_ca,0.767086797,0.038649124
Tonnara del Secco,TS-E_B,mg_ca,0.784130729,0.075349592
Tonnara del Secco,TS-E_B,mg_ca,0.72735381,0.020623175
Tonnara del Secco,TS-E_B,mg_ca,0.738708238,0.020052787
Tonnara del Secco,TS-E_B,mg_ca,0.72787093,0.031133343
Tonnara del Secco,TS-E_B,mg_ca,0.75748562,0.027312982
Tonnara del Secco,TS-E_B,mg_ca,0.753544197,0.016934685
Tonnara del Secco,TS-E_B,mg_ca,0.713642539,0.020001465
Tonnara del Secco,TS-E_B,mg_ca,0.792162595,0.021953894
Tonnara del Secco,TS-E_B,mg_ca,0.724208688,0.028153543
Tonnara del Secco,TS-E_B,mg_ca,0.742430703,0.02441621
Tonnara del Secco,TS-E_B,mg_ca,0.761435689,0.021806471
Tonnara del Secco,TS-E_B,mg_ca,0.756612252,0.020220833
Tonnara del Secco,TS-E_B,mg_ca,0.750335269,0.020156926
Tonnara del Secco,TS-E_B,mg_ca,0.716587891,0.01354389
Tonnara del Secco,TS-E_B,mg_ca,0.726218997,0.019386822
Tonnara del Secco,TS-E_B,mg_ca,0.730736738,0.02189107
Tonnara del Secco,TS-E_B,mg_ca,0.725156809,0.03358456
Tonnara del Secco,TS-E_B,mg_ca,0.752031327,0.022140391
Tonnara del Secco,TS-E_B,mg_ca,0.729768962,0.020119911
Tonnara del Secco,TS-E_B,mg_ca,0.732301191,0.019671387
Tonnara del Secco,TS-E_B,mg_ca,0.829203225,0.174607001
Tonnara del Secco,TS-E_B,mg_ca,0.746577068,0.01122715
Tonnara del Secco,TS-E_B,mg_ca,0.726304078,0.027707616
Tonnara del Secco,TS-E_B,mg_ca,0.762604501,0.025815952
Tonnara del Secco,TS-E_B,mg_ca,0.749248254,0.020251348
Tonnara del Secco,TS-E_B,mg_ca,0.72826074,0.019204975
Tonnara del Secco,TS-E_B,mg_ca,0.755604112,0.021686547
Tonnara del Secco,TS-E_B,mg_ca,0.704086613,0.036111672
Tonnara del Secco,TS-E_B,mg_ca,0.71771125,0.007182659
Tonnara del Secco,TS-E_B,mg_ca,0.721989621,0.020079511
Tonnara del Secco,TS-E_B,mg_ca,0.750588288,0.024285206
Tonnara del Secco,TS-E_B,mg_ca,0.734082963,0.032791835
Tonnara del Secco,TS-E_B,mg_ca,0.739866973,0.028800442
Tonnara del Secco,TS-E_B,mg_ca,0.756003767,0.025884109
Tonnara del Secco,TS-E_B,mg_ca,0.723259478,0.013730139
Tonnara del Secco,TS-E_B,mg_ca,0.757560685,0.023364589
Franchthi,FR-P_C,d18o,0.83,0.08
Franchthi,FR-P_C,d18o,0.89,0.08
Franchthi,FR-P_C,d18o,0.88,0.08
Franchthi,FR-P_C,d18o,1.12,0.07
Franchthi,FR-P_C,d18o,1.41,0.08
Franchthi,FR-P_C,d18o,1.52,0.12
Franchthi,FR-P_C,d18o,1.48,0.08
Franchthi,FR-P_C,d18o,1.56,0.10
Franchthi,FR-P_C,d18o,1.68,0.07
Franchthi,FR-P_C,d18o,1.71,0.07
Franchthi,FR-P_C,d18o,1.75,0.05
Franchthi,FR-P_C,d18o,1.45,0.07
Franchthi,FR-P_C,d18o,1.05,0.08
Franchthi,FR-P_C,d18o,1.11,0.09
Franchthi,FR-P_C,d18o,0.85,0.07
Franchthi,FR-P_C,d18o,0.49,0.05
Franchthi,FR-P_C,d18o,0.38,0.08
Franchthi,FR-P_C,d18o,0.34,0.06
Franchthi,FR-P_C,d18o,-0.06,0.07
Franchthi,FR-P_C,d18o,-0.05,0.07
Franchthi,FR-P_C,d18o,-0.01,0.07
Franchthi,FR-P_C,d18o,-0.47,0.09
Franchthi,FR-P_C,d18o,-0.45,0.06
Franchthi,FR-P_C,d18o,-0.24,0.07
Franchthi,FR-P_C,d18o,-0.11,0.07
Franchthi,FR-P_C,d18o,0.28,0.10
Franchthi,FR-P_C,d18o,0.59,0.07
Franchthi,FR-P_C,d18o,0.89,0.05
Franchthi,FR-P_C,mg_ca,0.689966434,0.043880012
Franchthi,FR-P_C,mg_ca,0.671923792,0.045742244
Franchthi,FR-P_C,mg_ca,0.686609935,0.047934376
Franchthi,FR-P_C,mg_ca,0.670393753,0.037983867
Franchthi,FR-P_C,mg_ca,0.677346393,0.04326297
Franchthi,FR-P_C,mg_ca,0.704565792,0.040798227
Franchthi,FR-P_C,mg_ca,0.703408101,0.059170193
Franchthi,FR-P_C,mg_ca,0.632364514,0.048504715
Franchthi,FR-P_C,mg_ca,0.602963621,0.034415075
Franchthi,FR-P_C,mg_ca,0.678244049,0.084517294
Franchthi,FR-P_C,mg_ca,0.702793052,0.031389377
Franchthi,FR-P_C,mg_ca,0.647252988,0.061647437
Franchthi,FR-P_C,mg_ca,0.72441121,0.056524477
Franchthi,FR-P_C,mg_ca,0.746317805,0.041806906
Franchthi,FR-P_C,mg_ca,0.780206911,0.090267256
Franchthi,FR-P_C,mg_ca,0.822121528,0.069546496
Franchthi,FR-P_C,mg_ca,0.75830426,0.075085215
Franchthi,FR-P_C,mg_ca,0.821193017,0.069415929
Franchthi,FR-P_C,mg_ca,0.730891138,0.066240559
Franchthi,FR-P_C,mg_ca,0.720891183,0.056576365
Franchthi,FR-P_C,mg_ca,0.703887935,0.049740877
Franchthi,FR-P_C,mg_ca,0.706694576,0.055597034
Franchthi,FR-P_C,mg_ca,0.699315204,0.046486252
Franchthi,FR-P_C,mg_ca,0.666487769,0.052978911
Franchthi,FR-P_C,mg_ca,0.703858315,0.077855976
Franchthi,FR-P_C,mg_ca,0.770643658,0.054521392
Franchthi,FR-P_C,mg_ca,0.862397491,0.048770265
Franchthi,FR-P_C,mg_ca,0.760804905,0.033939064
Franchthi,FR-P_C,mg_ca,0.71699195,0.048765943
Franchthi,FR-P_C,mg_ca,0.693560211,0.056482067
Franchthi,FR-P_C,mg_ca,0.722982465,0.054953814
Franchthi,FR-P_C,mg_ca,0.709455721,0.067620445
Franchthi,FR-P_C,mg_ca,0.681659416,0.011104667
Franchthi,FR-P_C,mg_ca,0.707817946,0.038696836
Franchthi,FR-P_C,mg_ca,0.698373826,0.062668409
Franchthi,FR-P_C,mg_ca,0.676612157,0.05633277
Franchthi,FR-P_C,mg_ca,0.674320461,0.046269464
Franchthi,FR-P_C,mg_ca,0.724419118,0.085083337
Franchthi,FR-P_C,mg_ca,0.72301135,0.092951609
Franchthi,FR-P_C,mg_ca,0.728558664,0.069662339
Franchthi,FR-P_C,mg_ca,0.714467005,0.065620536
Franchthi,FR-P_C,mg_ca,0.720332539,0.058024266
Franchthi,FR-P_C,mg_ca,0.696226644,0.053637287
Franchthi,FR-P_C,mg_ca,0.735866615,0.048716131
Franchthi,FR-P_C,mg_ca,0.780655657,0.07188804
Franchthi,FR-P_C,mg_ca,0.824496182,0.063458737
Franchthi,FR-P_C,mg_ca,0.951208214,0.06359927
Franchthi,FR-P_C,mg_ca,0.900106388,0.062524955
Franchthi,FR-P_C,mg_ca,0.831194,0.057363928
Franchthi,FR-P_C,mg_ca,0.936340911,0.059547512
Franchthi,FR-P_C,mg_ca,0.973863082,0.066030547
Franchthi,FR-P_C,mg_ca,0.811149249,0.03464717
Franchthi,FR-P_C,mg_ca,0.833057104,0.057560018
Franchthi,FR-P_C,mg_ca,0.795045701,0.057359911
Franchthi,FR-P_C,mg_ca,0.847082922,0.070227741
Franchthi,FR-P_C,mg_ca,0.85112186,0.035651806
Franchthi,FR-P_C,mg_ca,0.785438996,0.04936611
Franchthi,FR-P_C,mg_ca,0.864374247,0.080862864
Franchthi,FR-P_C,mg_ca,0.849822009,0.075376088
Franchthi,FR-P_C,mg_ca,0.874247053,0.104557772
Franchthi,FR-P_C,mg_ca,0.867404725,0.048923047
Franchthi,FR-P_C,mg_ca,0.828394226,0.055670556
Franchthi,FR-P_C,mg_ca,0.831939247,0.07300041
Franchthi,FR-P_C,mg_ca,0.86591381,0.056884261
Franchthi,FR-P_C,mg_ca,0.885738487,0.094266599
Franchthi,FR-P_C,mg_ca,0.83757656,0.03766258
Franchthi,FR-P_C,mg_ca,0.849649573,0.079882842
Franchthi,FR-P_C,mg_ca,0.832260341,0.06591805
Franchthi,FR-P_C,mg_ca,0.817274345,0.084855917
Franchthi,FR-P_C,mg_ca,0.82099454,0.072390986
Franchthi,FR-P_C,mg_ca,0.854208424,0.087512924
Franchthi,FR-P_C,mg_ca,0.811935636,0.074096081
Franchthi,FR-P_C,mg_ca,0.900880738,0.066125591
Franchthi,FR-P_C,mg_ca,0.930894281,0.055310493
Franchthi,FR-P_C,mg_ca,0.858429842,0.044981607
Franchthi,FR-P_C,mg_ca,0.901228976,0.081420639
Franchthi,FR-P_C,mg_ca,0.988486897,0.10489879
Franchthi,FR-P_C,mg_ca,0.979941289,0.044302689
Franchthi,FR-P_C,mg_ca,1.075489165,0.067963307
Franchthi,FR-P_C,mg_ca,1.117744406,0.051163833
Franchthi,FR-P_C,mg_ca,1.171725363,0.07116332
Franchthi,FR-P_C,mg_ca,1.131284908,0.090177925
Franchthi,FR-P_C,mg_ca,1.113327315,0.09495831
Franchthi,FR-P_C,mg_ca,1.091923397,0.056960821
Franchthi,FR-P_C,mg_ca,1.104246092,0.083968847
Franchthi,FR-P_C,mg_ca,1.068187359,0.051064779
Franchthi,FR-P_C,mg_ca,1.072920744,0.068805406
Franchthi,FR-P_C,mg_ca,0.956112012,0.06873275
Franchthi,FR-P_C,mg_ca,0.850975293,0.067081155
Franchthi,FR-P_C,mg_ca,0.851488236,0.057627468
Franchthi,FR-P_C,mg_ca,0.816455887,0.083829561
Franchthi,FR-P_C,mg_ca,0.792457023,0.033539367
Franchthi,FR-P_C,mg_ca,0.800680627,0.027527682
Franchthi,FR-P_C,mg_ca,0.801921909,0.055274345
Franchthi,FR-P_C,mg_ca,0.855630518,0.093114181
Franchthi,FR-P_C,mg_ca,0.955638137,0.051077821
Franchthi,FR-P_C,mg_ca,1.003827042,0.069342701
Franchthi,FR-P_C,mg_ca,0.833481298,0.040774225
Franchthi,FR-P_C,mg_ca,0.786332433,0.074110442
Franchthi,FR-P_C,mg_ca,0.756886221,0.035674999
Franchthi,FR-P_C,mg_ca,0.736964382,0.064872724
Franchthi,FR-P_C,mg_ca,0.779889451,0.064772486
Franchthi,FR-P_C,mg_ca,0.765246913,0.039786845
Franchthi,FR-P_C,mg_ca,0.770907136,0.062938637
Franchthi,FR-P_C,mg_ca,0.742047757,0.036298869
Franchthi,FR-P_C,mg_ca,0.766974987,0.038602917
Franchthi,FR-P_C,mg_ca,0.746767855,0.044918942
Franchthi,FR-P_C,mg_ca,0.732983336,0.035762943
Franchthi,FR-P_C,mg_ca,0.719293578,0.020054176
Franchthi,FR-P_C,mg_ca,0.727696264,0.040416941
Franchthi,FR-P_C,mg_ca,0.732162542,0.04733696
Franchthi,FR-P_C,mg_ca,0.759511256,0.030058171
Franchthi,FR-P_C,mg_ca,0.764073203,0.077654661
Franchthi,FR-P_C,mg_ca,0.729697388,0.067321104
Franchthi,FR-P_C,mg_ca,0.77755599,0.046951516
Franchthi,FR-P_G,d18o,0.85,0.08
Franchthi,FR-P_G,d18o,1.03,0.07
Franchthi,FR-P_G,d18o,1.03,0.08
Franchthi,FR-P_G,d18o,0.91,0.07
Franchthi,FR-P_G,d18o,0.78,0.06
Franchthi,FR-P_G,d18o,0.83,0.07
Franchthi,FR-P_G,d18o,1.23,0.05
Franchthi,FR-P_G,d18o,1.29,0.08
Franchthi,FR-P_G,d18o,1.39,0.10
Franchthi,FR-P_G,d18o,1.54,0.06
Franchthi,FR-P_G,d18o,1.58,0.06
Franchthi,FR-P_G,d18o,1.39,0.08
Franchthi,FR-P_G,d18o,1.43,0.06
Franchthi,FR-P_G,d18o,1.08,0.11
Franchthi,FR-P_G,d18o,0.99,0.08
Franchthi,FR-P_G,d18o,1.01,0.07
Franchthi,FR-P_G,d18o,0.81,0.06
Franchthi,FR-P_G,d18o,0.76,0.06
Franchthi,FR-P_G,d18o,0.52,0.07
Franchthi,FR-P_G,d18o,1.11,0.04
Franchthi,FR-P_G,d18o,1.06,0.04
Franchthi,FR-P_G,d18o,0.98,0.03
Franchthi,FR-P_G,d18o,1.28,0.04
Franchthi,FR-P_G,d18o,0.83,0.03
Franchthi,FR-P_G,mg_ca,0.764795123,0.029165121
Franchthi,FR-P_G,mg_ca,0.771081733,0.023866139
Franchthi,FR-P_G,mg_ca,0.775419049,0.025525527
Franchthi,FR-P_G,mg_ca,0.744603861,0.033978644
Franchthi,FR-P_G,mg_ca,0.739602035,0.037958516
Franchthi,FR-P_G,mg_ca,0.732835526,0.033621564
Franchthi,FR-P_G,mg_ca,0.778248294,0.028273058
Franchthi,FR-P_G,mg_ca,0.78427338,0.023829495
Franchthi,FR-P_G,mg_ca,0.761566932,0.046049337
Franchthi,FR-P_G,mg_ca,0.74035063,0.024015336
Franchthi,FR-P_G,mg_ca,0.78021068,0.023432217
Franchthi,FR-P_G,mg_ca,0.758630559,0.031347701
Franchthi,FR-P_G,mg_ca,0.763106127,0.027109635
Franchthi,FR-P_G,mg_ca,0.735791336,0.033203418
Franchthi,FR-P_G,mg_ca,0.747312591,0.029986761
Franchthi,FR-P_G,mg_ca,0.764707907,0.016829135
Franchthi,FR-P_G,mg_ca,0.714614022,0.015667339
Franchthi,FR-P_G,mg_ca,0.714274355,0.010668828
Franchthi,FR-P_G,mg_ca,0.721298922,0.019833674
Franchthi,FR-P_G,mg_ca,0.746059702,0.034257311
Franchthi,FR-P_G,mg_ca,0.75502096,0.028965365
Franchthi,FR-P_G,mg_ca,0.718123047,0.021825946
Franchthi,FR-P_G,mg_ca,0.746781236,0.02804823
Franchthi,FR-P_G,mg_ca,0.708079187,0.012921198
Franchthi,FR-P_G,mg_ca,0.74343431,0.017012214
Franchthi,FR-P_G,mg_ca,0.774492013,0.030693668
Franchthi,FR-P_G,mg_ca,0.668694566,0.026218285
Franchthi,FR-P_G,mg_ca,0.719172943,0.021332555
Franchthi,FR-P_G,mg_ca,0.648945408,0.022646901
Franchthi,FR-P_G,mg_ca,0.660661471,0.021770562
Franchthi,FR-P_G,mg_ca,0.630297071,0.034955434
Franchthi,FR-P_G,mg_ca,0.654973034,0.018035766
Franchthi,FR-P_G,mg_ca,0.722662726,0.040636339
Franchthi,FR-P_G,mg_ca,0.676264326,0.031086716
Franchthi,FR-P_G,mg_ca,0.663398422,0.02084804
Franchthi,FR-P_G,mg_ca,0.670575209,0.01843662
Franchthi,FR-P_G,mg_ca,0.686428284,0.017028604
Franchthi,FR-P_G,mg_ca,0.714073414,0.021502632
Franchthi,FR-P_G,mg_ca,0.69340031,0.036183573
Franchthi,FR-P_G,mg_ca,0.69394241,0.02070731
Franchthi,FR-P_G,mg_ca,0.680107891,0.032865741
Franchthi,FR-P_G,mg_ca,0.638608697,0.013262835
Franchthi,FR-P_G,mg_ca,0.678081463,0.016281734
Franchthi,FR-P_G,mg_ca,0.705085588,0.04037909
Franchthi,FR-P_G,mg_ca,0.684827187,0.032145155
Franchthi,FR-P_G,mg_ca,0.659527145,0.020892477
Franchthi,FR-P_G,mg_ca,0.699595627,0.042980101
Franchthi,FR-P_G,mg_ca,0.704676461,0.025548255
Franchthi,FR-P_G,mg_ca,0.742469638,0.021766382
Franchthi,FR-P_G,mg_ca,0.707219879,0.031664549
Franchthi,FR-P_G,mg_ca,0.683165322,0.034861115
Franchthi,FR-P_G,mg_ca,0.706299814,0.025648609
Franchthi,FR-P_G,mg_ca,0.717225248,0.022271426
Franchthi,FR-P_G,mg_ca,0.691289402,0.03063197
Franchthi,FR-P_G,mg_ca,0.661677289,0.032087916
Franchthi,FR-P_G,mg_ca,0.633038581,0.011197647
Franchthi,FR-P_G,mg_ca,0.662781107,0.019971778
Franchthi,FR-P_G,mg_ca,0.657155055,0.027293248
Franchthi,FR-P_G,mg_ca,0.673572726,0.028499741
Franchthi,FR-P_G,mg_ca,0.666548239,0.024474859
Franchthi,FR-P_G,mg_ca,0.67786375,0.025234779
Franchthi,FR-P_G,mg_ca,0.64117187,0.022663399
Franchthi,FR-P_G,mg_ca,0.664326344,0.027313475
Franchthi,FR-P_G,mg_ca,0.652547894,0.018057405
Franchthi,FR-P_G,mg_ca,0.648375252,0.031602546
Franchthi,FR-P_G,mg_ca,0.653315926,0.01713326
Franchthi,FR-P_G,mg_ca,0.630203495,0.015871669
Franchthi,FR-P_G,mg_ca,0.68854373,0.023047227
Franchthi,FR-P_G,mg_ca,0.669782318,0.022090159
Franchthi,FR-P_G,mg_ca,0.662643877,0.023094639
Franchthi,FR-P_G,mg_ca,0.657900235,0.016975889
Franchthi,FR-P_G,mg_ca,0.64403385,0.016203414
Franchthi,FR-P_G,mg_ca,0.664154876,0.029395091
Franchthi,FR-P_G,mg_ca,0.664324788,0.017090964
Franchthi,FR-P_G,mg_ca,0.687105723,0.023931323
Franchthi,FR-P_G,mg_ca,0.726517764,0.022570736
Franchthi,FR-P_G,mg_ca,0.697721901,0.028046273
Franchthi,FR-P_G,mg_ca,0.669685025,0.025150717
Franchthi,FR-P_G,mg_ca,0.684879905,0.022992699
Franchthi,FR-P_G,mg_ca,0.74589656,0.021163271
Franchthi,FR-P_G,mg_ca,0.786236808,0.016781733
Franchthi,FR-P_G,mg_ca,0.83032828,0.050662423
Franchthi,FR-P_G,mg_ca,0.848426214,0.020665875
Franchthi,FR-P_G,mg_ca,0.810611744,0.029060078
Franchthi,FR-P_G,mg_ca,0.80037165,0.026107395
Franchthi,FR-P_G,mg_ca,0.760069042,0.02711965
